"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,17.2,0.73,0.1906,0.2285,407.9,3320.1,0,35.1,0.0645,0.0106,NA,0.8,16.52,0,0.0325,13.76,103,72.59,103,0.2918,0.2928,508.7,1.03,4.96,4.96,0.05,72.59,543.8,0,1.56,16.26,-0.03,NA,0.1214,0.5806,0.0187,493.6,423,0.2856,0.2221,25.6,0,0.5292,1.04,3.3,0,0,NA,0.1471,0.0628,14.9,25.36,120.8,48909,NA,26,16.27,NA,0.8,1.03
"2",2010-12-31,17.3,0.61,0.237,0.29250489585188,397.4,3316.4,0,33.7,0.05179037959121,0.010161621034857,NA,0.8,19.456,0,0.0271,13.1814,105.3,73.5636,105.3,0.30139,0.29971988795518,617,1.1685606060606,5.8594491927825,5.8594491927825,0.05,73.5636,650.7,0,1.47,18.496598639456,NA,NA,0.23429506854921,0.5931,0.01902665540948,528,486.4,0.33778782894737,0.2524973105886,25,0,0.5272576,1.2239557121288,3.8912,0,0,NA,0.1393250625,0.062908907901359,19.5,27.19,164.3,36055,NA,26.6,18.285714285714,NA,0.8,1.1584475698772
"3",2009-12-31,17.1,0.33,0.2986,0.30094161958569,371.2,3093.3,0,71.6,0.10643674743571,0.023146801150874,NA,0.71165438713999,20.353174603175,0,0.0255,13.0789,99.9,71.1438,99.9,0.28785,0.28813559322034,601.1,1.3084457988681,6.017017017017,6.017017017017,0.05,71.1438,672.7,0,1.58,18.037974683544,0.03,NA,0.1095562511508,0.5726,0.020172631170595,459.4,512.9,0.31156170793527,0.23755017095288,25.2,0,0.51900595238095,1.3817349137931,4.0706349206349,0,0,NA,0.15486239660427,0.067887931034483,31,28.5,159.8,40191,NA,27.4,18.71897810219,NA,0.85,1.2668549905838
"4",2008-12-31,14,0.27,0.3319,0.35463687150838,288.8,2923.1,0,71.8,0.12897431291539,0.0245629639766,NA,0.43386562217535,14.795539033457,0,0.0268,10.6664,95.3,66.8939,95.3,0.29807,NA,484.9,1.2906574394464,5.0881427072403,5.0881427072403,0.05,NA,556.7,0,1.69,16.449704142012,0.06,NA,0.20610089949159,0.4708,0.021620881940406,375.7,398,0.39874371859296,0.28507275013472,26.9,0,0.39652044609665,1.3781163434903,2.9591078066915,NA,NA,NA,0.1780514479638,0.09314404432133,53.2,27.8,158.7,55462,NA,24,16.583333333333,NA,0.9,1.2440223463687
"5",2007-12-31,13.9,0.35,0.3078,0.23202706512546,272.4,2692.4,0,82.6,0.17634500426985,0.030678948150349,NA,0.49382716049383,14.091240875912,0,0.027360787360787,10.564,94.2,64.8529,94.2,0.31154,NA,385.8,1.4178610804851,4.0955414012739,4.0955414012739,NA,NA,468.4,0,1.95,14.94358974359,0.075,NA,0.32428765264586,0.4687,0.023770613578963,272.1,386.1,0.21315721315721,0.17570452604611,27.4,0,0.38554744525547,1.4174008810573,NA,NA,NA,NA,0.23834227122381,0.10058737151248,65.5,29.14,82.3,10383,NA,27.5,14.04,NA,0.95,1.3205525796448
"6",2006-12-31,14.2,0.97,0.2274,0.24335378323108,259,2651.4,0,83.5,0.18101018859744,0.03149279625858,NA,0.8,13.745454545454,0,0.028550264550265,10.792,89.6,61.6788,89.6,0.31162,NA,377.8,1.4598145285935,4.2165178571429,4.2165178571429,NA,NA,461.3,0,1.97,12.467005076142,0.085,NA,0.191381495564,0.4638,0.024439918533605,258.8,378,0.22037037037037,0.18057663125948,27.5,0,0.39243636363636,1.4594594594595,NA,NA,NA,NA,0.23832630602782,0.10617760617761,54.3,24.56,83.3,28048,NA,27.9,13.548387096774,NA,1.15,1.3476482617587
"7",2005-12-31,14.3,1.06,0.166,0.26276049531863,244.1,2523.8,0,75.5,0.13747268754552,0.029915207227197,NA,0.7710843373494,17.118518518518,0,0.02227607096495,10.296,89.9,61.4188,89.9,0.31681,NA,473.7,1.8532863849765,5.2691879866518,5.2691879866518,NA,NA,549.2,0,1.91,16.439790575916,0.085,NA,0.13748490598585,0.4259,0.025992550915286,255.6,462.2,0.18823020337516,0.15841223597961,27,0,0.38133333333333,1.8934862761164,NA,NA,NA,NA,0.24029257042253,0.11061040557149,34.2,31.4,87,28345,NA,33.5,13.797014925373,NA,0.8,1.6587133796436
"8",2004-12-31,14.6,0.04,0.3369,0.28446981075398,NA,2413.9,0,72,0.14469453376206,0.029827250507478,0,0.023745918670229,16.512295081967,0,0.023104693140794,9.344,NA,NA,NA,0.3196,NA,425.6,1.6312763510924,NA,NA,NA,NA,497.6,0,1.83,15.136612021858,0.085,0,0.1668288884563,0.3608,0.027465926508969,260.9,402.9,0.23504591710102,0.19031350482315,24.4,0,0.38295081967213,1.691435768262,NA,0,NA,NA,NA,0.1024349286314,23.2,27.7,94.7,30408,NA,25.9,15.555984555985,0,0.7,1.494743166116
"9",2003-12-31,14.1,-0.19,0.3656,0.32454165326472,NA,2235.8,0,78.2,0.14521819870009,NA,0,-0.10393873085339,18.781115879828,0,0.021001050052503,8.46,NA,NA,NA,0.31327,NA,460.3,1.9780833691448,NA,NA,NA,NA,538.5,0,NA,NA,0.08,0,0.14592760180996,0.3182,0.022542266750157,232.7,437.6,0.23057586837294,0.18737233054782,23.3,0,0.36309012875537,2.0838095238095,NA,0,NA,NA,NA,0.11095238095238,24.5,28.57,100.9,4813,NA,23.5,18.621276595745,0,0.6,1.7320681891283
"10",2002-12-31,14.1,-0.16,0.4499,0.21556173084557,NA,1977.6,0,76.5,0.177535391042,NA,0,-0.0787,17.0407239819,0,0.020966542750929,7.896,75.6,52.5284,75.6,0.30518,NA,354.4,NA,4.6878306878307,4.6878306878307,NA,52.5284,430.9,0,NA,NA,NA,0,0.2624221906738,0.2201,0.016939724919094,175.4,376.6,0.14418481147106,0.12601531677884,22.1,0,0.3572850678733,1.9058704453441,NA,0,0,0,0.29947771949829,0.11184210526316,35.8,27,54.3,7480,0,24.1,15.626556016597,0,0.55,2.0205245153934
