"","Date","Number of Shares Outstanding","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,73.1,NA,-9.5,23.4,1,8,0.0358,0.5096,0.3419,7.28,1.9,0,0,1,0.57,2,0,215.3,NA,35.3,378.6,87.21,13.71,-5.81,223.3,0.2778,-0.05,0.288,NA,0.4806,0,-7,212.8,0.0493,0.047,-21.2,-1.3503,-11.9,-0.758,NA,0.0362,13.55,6.38,11.2129,15.7,NA,NA,9.4,2.97,10.5,493897,6.1,-26.3,6.1,1.15,NA
"2",2010-12-31,67.1,NA,-3.5,19.4,1.6,0.2,0.0010649627263046,0.0095238095238095,0.010309278350516,1.2114,2.2,0,0,-14.8164,-14.8164,-12.6164,0,187.6,43.627906976744,10.086021505376,NA,NA,8.9333333333333,-15.4278,187.8,0.42783505154639,3.2885,0.42215088282504,NA,0.3893,0,4.3,179.8,0.044493882091213,0.042598509052183,-23.3,-1.1095238095238,-10.6,-0.5047619047619,NA,-0.70554190476191,8.5619047619048,0.6114,NA,21,-3.4456697674419,NA,17.6,2.74,8,681953,18.6,NA,18.6,1.15,41.733333333333
"3",2009-12-31,59.4,0.9,0.9,20.3,1.1,2.1,0.012574850299401,0.48837209302326,0.10344827586207,-7.4233,2.3,0,0,-18.2053,-18.2053,-15.9053,0,164.9,23.898550724638,8.4564102564103,NA,NA,38.348837209302,-9.582,167,0.42857142857143,-0.0622,0.51041666666667,NA,0.2464,0,6.9,158.9,0.0509754562618,0.048502994011976,-18.6,-4.3255813953488,-2.1,-0.48837209302326,176.55555555556,-4.2337837209302,36.953488372093,-8.6233,NA,4.3,-2.6384449275362,-20.666666666667,9.4,2.78,8.1,308449,19.5,-11.8,19.5,1.05,18.555555555556
"4",2008-12-31,52.4,0.31439393939394,18.1,30.5,1.4,10.7,0.11322751322751,2.609756097561,0.35081967213115,0.3073,2.6,0,0,-24.92,-24.92,-22.32,0,83.8,5.3375796178344,36.434782608696,NA,NA,20.439024390244,-24.0273,94.5,0.32131147540984,-0.3928,0.59208523592085,NA,0.4644,0,15.7,86.2,0.096287703016241,0.087830687830688,-24.8,-6.0487804878049,-0.7,-0.17073170731707,4.7624309392265,-6.0780463414634,21.024390243902,-0.8927,NA,4.1,-1.5872605095541,-1.3701657458564,9.8,1.41,8.3,452068,2.3,-20.8,2.3,1.1,3.5795454545455
"5",2007-12-31,47.8,0.090361445783133,30.2,38.6,0.7,18.3,0.12415196743555,3,0.47409326424871,-0.3443,3.5,0,0,-23.5696,-23.5696,-20.0696,0,129.1,8.6644295302013,28.065217391304,NA,NA,21.163934426229,-20.4253,147.4,0.26683937823834,0.1916,0.48,NA,0.4416,0,14.9,144.4,0.020775623268698,0.020352781546811,-23.8,-3.9016393442623,-1.4,-0.22950819672131,4.7814569536424,-3.8638704918033,23.672131147541,-3.1443,NA,6.1,-1.5818530201342,-0.78807947019868,13.3,3.22,3,156164,4.6,-27,4.6,0.95,4.4397590361446
"6",2006-12-31,46.8,0.27196652719665,17.4,27.2,2.5,2.4,0.0081855388813097,0.47058823529412,0.088235294117647,-0.2,3.1,0,0,-19.8229,-19.8229,-16.7229,0,290.8,13.525581395349,42.764705882353,NA,NA,57.019607843137,-19.0229,293.2,0.4375,-0.5058,0.581589958159,NA,0.3847,0,21.5,286.7,0.022671782350889,0.022169167803547,-19.1,-3.7450980392157,0.6,0.11764705882353,16.477011494253,-3.8868431372549,56.21568627451,-0.8,NA,5.1,-0.92199534883721,-1.0977011494253,8.7,5.02,6.5,482487,6.8,-20.3,6.8,1.3,12.267782426778
"7",2001-12-31,NA,0.1293,NA,1.4,0.1,0.9,0.038083953960731,NA,NA,0,0.1,0,0,NA,NA,NA,0,22.732,NA,NA,NA,NA,NA,NA,23.632,0.14285714285714,NA,NA,0,0.0046,0,-0.425,23.532,0.0042495325514193,0.0042315504400812,-1.6,NA,-0.057,NA,58.83,NA,NA,0,NA,NA,NA,-4,0.7,1.11,0.1,2900,0,-1.6,0,NA,NA
"8",2000-12-31,NA,0,NA,2.9,0.2,2.4,0.16399043389136,NA,NA,NA,0,0,0,NA,NA,NA,0,12.235,NA,NA,NA,NA,NA,NA,14.635,0.068965517241379,NA,NA,NA,NA,NA,-0.6,11.635,0,0,-1.7,NA,-0.2,NA,6.4638888888889,NA,NA,0.2,NA,NA,NA,-0.94444444444444,NA,0.65,0,NA,NA,NA,NA,NA,NA
