"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,64.4,1.73,0.3824,0,165.6,194.6,7.1,105.4,0.5177,0.804,0.5416,-3.67,0.8,29.94,8.6,0,0,4,4.2,13,0,0,98.2,1.63,0.93,23.38,7.67,0.75,NA,9.37,203.6,0.1665,NA,NA,0.095,0.2034,NA,0.6196,0.0185,60.2,203.6,0,0,6.8,0.0519,18.5,0.1411,NA,1.23,NA,0.032,1.55,-5.17,-1.2307,131.1,0.0698,0.0411,41.1,3.33,0,115442,105.1,-11.7,NA,105.1,1.4,1.23
"2",2010-12-31,64.8,1.92,0.5404,0,165.8,192.1,15.9,110.9,0.43439091265178,0.92109634551495,0.57730348776679,1.5143,0.62453737971873,38.10447761194,6.6,0,0,4.6,4.6,11.2,0,0,144.4,2.6302367941712,1.1193798449612,31.391304347826,12.892857142857,1.1993355481728,NA,-6.2143,255.3,0.16970327954191,NA,NA,0.0799,0.25934861278649,NA,0.6214,0,54.9,255.3,0,0,6.7,0.055647840531562,21.2,0.17607973421927,0,1.5398069963812,NA,0.038205980066445,2.1204318936877,10.8143,2.3509316770186,120.4,0.083788706739526,0.040410132689988,31.9,3.88,0,254136,129,6.1,41.852459016393,129,1.35,1.5398069963812
"3",2009-12-31,66.6,1.66,0.5648,0,160.2,183.2,3.7,114.5,0.41142651814589,0.99825632083697,0.625,0.9667,0.61968838526912,18.071428571429,6,0,0,10.4,10.4,16.4,0,0,163.8,3.5842450765864,1.3615960099751,15.75,9.9878048780488,1.4280732345248,NA,11.7333,278.3,0.11353711790393,NA,NA,0.0234,0.28211920529801,NA,0.5409,0,45.7,278.3,0,0,15.4,0.13426329555362,19.8,0.17262423714037,0,1.7372034956305,NA,0.090671316477768,2.4263295553618,-1.3333,-0.12820233384749,114.7,0.22757111597374,0.096129837702871,28.3,4.16,0,338062,120.3,5.6,49.696428571429,120.3,1.4,1.7372034956305
"4",2008-12-31,68.3,1.57,0.5133,0,138.5,159.7,3.3,100,0.36153289949385,0.87108013937282,0.62617407639324,-0.5889,0.45197740112994,45.344262295082,5,0,0,4.9,3.6556,9.9,0.25395,NA,176.6,4.587012987013,1.5938628158845,36.040816326531,17.838383838384,1.5383275261324,NA,5.9445,276.6,0.12147777082029,0.23,18.173913043478,0.1608,0.55757575757576,NA,0.6006,0,38.5,276.6,0,0,6.1,0.053135888501742,16.9,0.14721254355401,0,1.9971119133574,NA,0.042682926829268,2.4094076655052,-2.2889,-0.62611390718082,114.8,0.094951818181818,0.044043321299639,26.9,4.18,0,289626,110.8,17.3,15.988439306358,110.8,1.45,1.9971119133574
"5",2007-12-31,67.7,0.99,0.3729,0,137.5,161.1,7.6,93.3,0.66170212765957,0.95107033639144,0.57914338919926,-2.4557,0.6650576562081,NA,3.5,0,0,-9.9844,-9.9844,-6.4844,0,NA,47.7,1.079185520362,0.41623036649215,NA,NA,0.48623853211009,NA,-11.6288,141,0.13594040968343,NA,NA,0.3746,0.44654088050314,NA,0.5864,0,44.2,141,0,0,-6.5,-0.066258919469929,14.6,0.14882772680938,NA,1.0254545454546,NA,-0.10177787971458,1.4373088685015,1.6443,NA,98.1,-0.22589162895928,-0.047272727272727,26.3,2.04,0,505343,114.6,1.1,128.18181818182,114.6,1.55,1.0254545454546
"6",2006-12-31,69.3,2.08,0.4447,0,146.5,166.3,3.1,119.8,0.58410531448074,1.3266888150609,0.72038484666266,0.2498,0.50371036653924,16.950413223141,3.9,0,0,9.7,9.7,13.6,0,NA,85.3,3.1947565543071,0.97042093287827,8.7938144329897,6.2720588235294,0.94462901439646,NA,10.2502,205.1,0.067949488875526,NA,NA,0.046,0.20481927710843,NA,0.4582,0,26.7,205.1,0,0,12.1,0.13399778516058,9.4,0.10409745293466,0,1.4,NA,0.10741971207088,2.2713178294574,-0.5502,-0.056718155974929,90.3,0.36329588014981,0.08259385665529,25.7,2.88,0,235265,87.9,11,18.645454545454,87.9,1.4,1.4
"7",2005-12-31,69.3,2.86,0.4872,0,146.5,166.3,3.1,119.8,0.50062682824906,1.3266888150609,0.72038484666266,0.2498,0.59113300492611,19.776859504132,3.9,0,0,9.7,9.7,13.6,0,NA,119.5,4.4756554307116,1.3594994311718,12.319587628866,8.7867647058824,1.3233665559247,NA,10.2502,239.3,0.067949488875526,NA,NA,0.046,0.33035714285714,NA,0.405,0,26.7,239.3,0,0,12.1,0.13399778516058,9.4,0.10409745293466,0,1.6334470989761,NA,0.10741971207088,2.6500553709856,-0.5502,-0.056718155974929,90.3,0.36329588014981,0.08259385665529,25.7,3.57,0,587002,87.9,11,21.754545454546,87.9,1.8,1.6334470989761
"8",2004-12-31,70.1,2.47,0.5898,0,NA,155.8,1.3,111.9,0.29339276350288,1.3353221957041,0.71822849807445,-0.4611,0.83757205832486,NA,9.5,0,0,-14.9388,-14.9388,-5.4388,0,NA,269.5,9.8717948717949,3.2159904534606,NA,NA,3.0870561282932,0.1,-6.2777,381.4,0.074454428754814,0.16,33.4375,0.1386,0.47017189079879,NA,0.4103,0,27.3,381.4,0,0,-13.8,-0.15807560137457,11.5,0.13172966781214,NA,2.7399425287356,NA,-0.17112016036655,4.368843069874,-8.6611,0.57976943496377,87.3,-0.54720842490843,-0.099137931034483,30,5.35,0,757299,83.8,1.5,254.26666666667,83.8,2.1,2.7399425287356
"9",2003-12-31,70,2.42,0.6008,0,NA,174.8,5.4,120.3,0.45344892574444,1.3366666666667,NA,-0.6473,0.80559254327563,NA,9.7,0,0,2.5048,2.5048,12.2048,0,NA,145,4.3413173652695,1.6111111111111,57.888391181802,11.88055210974,1.8929503916449,0.1,7.4521,265.3,0.17734553775744,NA,NA,-0.0127,0.45765765765766,NA,0.3759,0,33.4,265.3,0,0,-6.9,-0.090078328981723,-3.7,-0.048302872062663,NA,1.726089785296,NA,0.0327,3.4634464751958,-4.9473,-1.9750954103048,76.6,0.074994610778443,-0.044892648015615,21.9,3.82,0,154591,90,-7.4,NA,90,2.05,1.726089785296
"10",2002-12-31,69.4,2.99,0.8077,0,NA,174.6,5.2,118,0.27302174919019,1.5364583333333,NA,-0.6,0.8136,NA,11.9,0,0,-6.9,-6.9,5,0,NA,314.2,NA,NA,NA,62.84,4.0911458333333,0.25,-0.2,432.2,0.19873997709049,-0.09,NA,0.4718,0.44944649446495,NA,0.4376,0.0028636884306987,38.9,432.2,0,0,-19.3,-0.25130208333333,-2.1,-0.02734375,NA,2.7546207775653,NA,-0.08984375,5.6276041666667,-6.7,NA,76.8,-0.17737789203085,-0.12300828553219,23,6.22,0,413958,71.9,-21.3,NA,71.9,2.05,8.0771208226221
"11",2001-12-31,NA,2.84,0.9716,0,NA,203.6,7,104.4,0.35486063902107,2.0115606936416,NA,0.9142,0.5112,NA,11.2,0,0,-30.5362,-30.5362,-19.3362,0,NA,189.8,NA,NA,NA,NA,3.6570327552986,0.25,-27.2504,294.2,0.20039292730845,NA,NA,-0.4749,0.73971679028995,0,0.4056,0.067288801571709,79.896,294.2,0,0,-17.4,-0.33526011560694,1.996,0.038458574181117,NA,1.5963103635377,NA,-0.58836608863199,5.6685934489403,-3.2858,NA,NA,-0.38219935916692,-0.094411285946826,28.1,4.07,0,214500,51.9,-11.3,NA,75.7,2,3.682286973065
"12",2000-12-31,NA,1.8,1.0279,0.013418903150525,NA,184.5,33.4,73.2,0.076850393700787,0.79049676025918,NA,203.7835,0.52534293219185,69.357664233577,7.3,0,0,16.14018,16.1402,23.4402,0,NA,879.3,NA,NA,54.478946331453,37.512510569458,9.4956803455723,0.2867,-29.8192,952.5,0.26612466124661,NA,NA,1.2335,0.6529284164859,NA,0.4304,NA,95.9,950.2,0.0024205430435698,0.0024146981627297,13.7,0.14794816414687,16.1,0.17386609071274,0,5.6966426858513,241.9172104415,0.1743,10.261339092873,45.9594,2.847511613873,NA,0.16830218978102,0.082134292565947,24.9835,13.69,2.3,NA,92.6,-28.3,NA,61.1,NA,5.6327616794796
"13",1999-12-31,NA,1.35,0.9364,0.03486646884273,NA,145.1,15,99.1,0.14187544738726,1.2159509202454,NA,NA,0.21625373771892,867.25,4.1,0,0,3.6,3.6,7.7,0,NA,599.4,NA,NA,166.5,77.844155844156,7.3546012269939,0.45,-17.8065,698.5,0.14266023432116,NA,49.0234375,0.17,0.70149253731343,NA,0.3802,NA,35.7,693.8,0.0067742865379072,0.0067287043664996,NA,0.13619631901841,NA,0.11656441717791,0,5.3328209069946,19.272222222222,0.044171779141104,8.5128834355828,NA,3.0277777777778,NA,0.10084033613445,0.085318985395849,12.9,NA,NA,NA,NA,11.1,62.504504504505,81.5,NA,5.1817507418398
