"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,46.2,1.61,0.3648,0,265.8,2498.5,0,120.9,0.6156,0.0484,NA,0.8,39.28,0,0.0188,3.7,42,30.95,42,0.2612,0.2537,75.5,0.52,1.8,1.8,NA,30.95,196.4,0.0197,0.14,30.71,-0.385,NA,0.2179,0.4591,0,144.9,196.4,0,0,5,0,0.6264,0.74,NA,0,0,NA,0.2136,0.0188,19.6,4.3,0,110500,NA,5.9,33.29,NA,0.85,0.74
"2",2010-12-31,45.8,1.28,0.3574,0,313,2591.8,0,232.8,1.5077720207254,0.089821745505054,NA,0.55959709009513,NA,0,0.012,1.8528,77.3,77.3,77.3,0,NA,-78.4,-0.97755610972569,NA,NA,NA,77.3,154.4,0.01975461069527,0.1,31.8,-0.21,NA,0.3563829787234,0.4599,0.020294775831468,80.2,154.4,0,0,-14.6,0,NA,0.49329073482428,NA,0,0,NA,0.96384039900249,-0.046645367412141,28.6,3.18,0,126521,NA,-14.6,NA,NA,0.8,0.49329073482428
"3",2009-12-31,46,0.6,0.3331,0,402.5,3512.1,0,227.7,1.0275270758123,0.06483300589391,NA,0.60042029420594,16.175182481752,0,0.0247,5.4735,87.4,62.6632,87.4,0.28303,0.282722513089,-6.1,-0.034897025171625,NA,NA,NA,62.6632,221.6,0.014378861649725,0.01,478,-0.01,NA,0.26628194558945,0.4407,0.015375416417528,174.8,221.6,0,0,13.7,0,0.39952700729927,0.55055900621118,NA,0,0,NA,0.358485,0.034037267080745,44.6,4.78,0,131121,NA,5.2,42.615384615385,NA,0.8,0.55055900621118
"4",2008-12-31,47.7,0.6,0.3269,0,399.6,3489.7,0,112.9,0.34191399152029,0.032352351204975,NA,0.36708473539309,19.197674418605,0,0.0395,13.0429,80.4,52.5462,80.4,0.34644,NA,217.3,0.75793512382281,2.702736318408,2.702736318408,NA,NA,330.2,0.014585781012695,0.28,24.75,0.025,NA,0.28735632183908,0.4773,0.015588732555807,286.7,330.2,0,0,17.2,0,0.75830813953488,0.82632632632633,NA,NA,NA,NA,0.18327946982909,0.043043043043043,64.7,6.93,0,159748,NA,18.4,17.945652173913,NA,0.75,0.82632632632633
"5",2007-12-31,49.8,0.34,0.225,0,430,3488,0,38.9,0.075256335848327,0.01115252293578,NA,0.49777777777778,30.228070175439,0,0.034683691236216,17.928,77.9,51.2527,77.9,0.34207,NA,478,1.2221938123242,6.1360718870347,6.1360718870347,NA,NA,516.9,0.014420871559633,0.34,33.941176470588,0.13,NA,0.24617402710975,0.4896,0.015768348623853,391.1,516.9,0,0,17.1,0,1.0484210526316,1.2020930232558,NA,NA,NA,NA,0.13104767834313,0.039767441860465,76,11.54,0,317033,NA,15.1,34.23178807947,NA,0.7,1.2020930232558
"6",2006-12-31,60.3,0.82,0.1531,0,533.8,3451.4,0,45.5,0.078515962036238,0.013183056151127,NA,0.8,28.131067961165,0,0.035378774805867,20.502,74.7,50.6033,74.7,0.32258,NA,534,1.0935900061438,7.14859437751,7.14859437751,NA,NA,579.5,0.014631743640262,0.31,33.935483870968,0.245,NA,0.12437810945274,0.4986,0.016138378628962,488.3,579.5,0,0,20.6,0,0.9952427184466,1.0856125889846,NA,NA,NA,NA,0.10363152570141,0.038591232671412,68.7,10.52,0,463026,NA,17.6,32.926136363636,NA,0.8,1.0856125889846
"7",2005-12-31,62.3,0.26,0.1163,0,544.4,3431.4,0,69.4,0.093872582172325,0.020224981057294,NA,0.8,26.403571428571,0,0.02528067090491,18.69,84.2,54.8251,84.2,0.34887,NA,669.9,1.4103157894737,7.9560570071259,7.9560570071259,0.08,NA,739.3,0.013871889024888,0.35,34.6,NA,NA,0.10667823070252,0.4677,0.01640729731305,475,739.3,0,0,28,0,0.6675,1.3580088170463,3.3004464285714,NA,NA,NA,0.11542136,0.051432770022043,49.3,12.11,0,157642,NA,22,33.604545454546,NA,0.6,1.3580088170463
"8",2004-12-31,73.5,0,0,0,NA,3445.3,0,37.6,0.055869242199109,0.010913418279976,0,NA,22.736486486486,0,0.024528301886792,19.11,NA,NA,NA,0.34595,NA,635.4,1.0039500711013,NA,NA,0.085,NA,673,0,0.44,24.090909090909,NA,0,0.10714285714286,0.4298,0.016544277711665,632.9,673,0,0,29.6,0,0.64560810810811,1.0037285607755,2.6748807631161,0,NA,NA,NA,0.044146159582401,42.1,10.6,0,220044,NA,30.3,22.211221122112,0,0.65,1.0037285607755
"9",2003-12-31,78.8,0,0,0,NA,3108.5,0,86.5,0.089544513457557,NA,0,NA,42.743362831858,0,0.016406890894176,15.76,NA,NA,NA,0.34092,NA,879.5,1.3644120384735,NA,NA,0.225,NA,966,0,0.37,32.945945945946,NA,0,0.12210338680927,0.436,0.020041820813897,644.6,966,0,0,22.6,0,0.69734513274336,1.3212966762413,1.8997050147493,0,NA,NA,NA,0.0309123238955,51.4,12.19,0,66078,NA,26.7,36.179775280899,0,0.65,1.3212966762413
"10",2002-12-31,79.8,0,0,0,NA,2843.3,0,241.8,0.27716643741403,NA,0,0,32.920754716981,0,0.012806052269601,11.172,75.3,50.6024,75.3,0.32799,NA,630.6,NA,8.3745019920319,8.3745019920319,NA,50.6024,872.4,0,NA,NA,NA,0,0.36444853538362,0.1562,0.020504343544473,81.3,872.4,0,0,26.5,0,0.42158490566038,2.7000928505107,NA,0,0,0,0.62241516605166,0.082017951098731,64.9,11.13,0,175041,0,24.4,35.754098360656,0,0.65,7.7564575645756
