"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2012-09-30,24.9,1.02,0.4415,0,146.1,268.2,11.3,97.1,0.3976,0.2348,0.362,0.04,0.58,27.13,18.2,0,0,14,8.51,32,0.3963,0.4,147.1,3,0.36,10.43,4.55,0.36,NA,15.37,244.2,0.3427,0.24,41.83,-0.01,0.075,0.2976,0.8409,0.0768,49,244.2,0,0,9,0.0218,-61.5,-0.1487,0,1.67,NA,0.0341,0.59,-6.86,-0.8054,413.6,0.1737,0.0616,187.5,10.04,0,99593,413.3,8.5,28.73,413.3,0.75,1.67
"2",2011-09-30,24.7,1.3,0.4901,0,142.1,265.6,29.1,103.7,0.33152173913043,0.22947554768754,0.39043674698795,0,0.382574984697,11.5,18.9,0,0,45.1,26.9112,64,0.4033,0.40350877192982,209.1,5.4453125,0.46271298959947,4.6363636363636,3.2671875,0.46271298959947,NA,16.7112,312.8,0.37801204819277,0.88,14.522727272727,-0.035,0.0194,0.31271878646441,0.8645,0.077560240963855,38.4,312.8,0,0,27.2,0.060190307590175,-75,-0.16596592166408,0,2.201266713582,NA,0.099800840894003,0.69218853728701,10.2,0.37902476926867,451.9,0.70081171875,0.19141449683322,183.3,12.78,0,118069,451.9,27.2,11.5,451.9,0.75,2.201266713582
"3",2010-09-30,24.3,0.92,0.5082,0,108.4,242.5,37.2,77.5,0.14630923164055,0.17779307180546,0.31958762886598,0,0.3689492325856,18.392361111111,17.5,0,0,46.5,28.3529,64,0.39026,0.39112050739958,452.2,14.63430420712,1.0373938976829,9.7247311827957,7.065625,1.0373938976829,NA,8.6529,529.7,0.40824742268041,1.38,15.95652173913,-0.105,0.1641,0.29574056147144,0.8551,0.084948453608247,30.9,529.7,0,0,28.8,0.066070199587061,-84.3,-0.19339298004129,0,4.8865313653137,NA,0.10667584308328,1.2151869694884,19.7,0.69481404201544,435.9,0.91756990291262,0.26568265682657,176.8,22.02,0,182651,435.9,19.8,26.752525252525,435.9,0.75,4.8865313653137
"4",2009-09-30,25.1,0.86,0.4238,0,108.2,209.4,17.7,80.9,0.1699222852342,0.23551673944687,0.38634192932187,-3.3557,0.28315243039169,58.060975609756,17.6,0,0,10.7,6.27,28.3,0.41402,NA,395.2,14.47619047619,1.0780141843972,36.934579439252,13.964664310954,1.1505094614265,0.125,9.5257,476.1,0.3261700095511,NA,NA,NA,0.0394,0.41176470588235,0.8363,0.098376313276027,27.3,476.1,0,0,8.2,0.023871906841339,-49.9,-0.145269286754,0,4.4001848428835,4.6448780487805,0.031149927219796,1.3860262008734,-3.2557,-0.51925483151278,343.5,0.22966981684982,0.075785582255083,146.1,20.2,0,196889,366.6,11.7,40.692307692308,366.6,0.75,4.4001848428835
"5",2008-09-30,25.1,0.29,0.3569,0,108.2,209.4,17.7,80.9,0.19867387033399,0.23551673944687,0.38634192932187,0,0.38105912020174,49.658536585366,17.6,0,0,10.7,6.27,28.3,0.41402,NA,326.3,11.952380952381,0.94992721979621,30.495327102804,11.530035335689,0.94992721979621,NA,6.17,407.2,0.3261700095511,0.52,33.019230769231,NA,0.0394,0.4968128983877,0.9497,0.098376313276027,27.3,407.2,0,0,8.2,0.023871906841339,-49.9,-0.145269286754,0,3.7634011090573,NA,0.031149927219796,1.1854439592431,0.1,0.015948998929184,343.5,0.22966981684982,0.075785582255083,146.1,17.17,0,321214,343.5,8.3,49.060240963855,343.5,0.85,3.7634011090573
"6",2007-09-30,26.7,0.97,0.3149,0,102.9,212.2,46.1,41.4,0.091249724487547,0.11927398444252,0.19509896324222,1.2233,0.38107335662115,16.558394160584,14.2,0,0,40.7,25.5002,54.9,0.37346,NA,412.3,6.7040650406504,1.1666666666667,10.130221130221,7.5100182149362,1.1878421204264,0.11,-7.6232,453.7,0.55278039585297,0.77,21.168831168831,NA,0.1683,0.24546498277842,0.8434,0.097078228086711,61.5,453.7,0,0,27.4,0.078939786804955,-67.4,-0.19418035148372,0,4.4091350826045,1.5053085600531,0.11725727456064,1.3071161048689,33.1233,1.2989452941994,347.1,0.41463704065041,0.26627793974733,133.1,16.3,0,205400,353.4,15.6,29.083333333333,353.4,0.75,4.4091350826045
"7",2006-09-30,26.7,1.19,0.3487,0,102.9,212.2,46.1,41.4,0.069046030687125,0.11927398444252,0.19509896324222,0,0.25236593059937,21.883211678832,14.2,0,0,40.7,25.5002,54.9,0.37346,NA,558.2,9.0764227642276,1.6081820800922,13.714987714988,10.167577413479,1.6081820800922,NA,-6.3998,599.6,0.55278039585297,0.71,31.281690140845,NA,0.1683,0.37854140010967,0.7368,0.097078228086711,61.5,599.6,0,0,27.4,0.078939786804955,-67.4,-0.19418035148372,0,5.8270165208941,NA,0.11725727456064,1.7274560645347,31.9,1.2509716598841,347.1,0.41463704065041,0.26627793974733,133.1,22.21,0,113700,347.1,27.4,21.883211678832,347.1,0.55,5.8270165208941
"8",2005-09-30,28,0,0,0,NA,200.6,45.8,52,0.058810223931237,0.16731016731017,0.259222333001,0,NA,24.698324022346,9.8,0,0,55.7477,34.8858,65.5477,0.37422,NA,832.2,19.04347826087,2.6776061776062,14.92796476699,12.696093777175,2.6776061776062,NA,-1.1142,884.2,0.37088733798604,1.41,21.943262411348,NA,0.2095,0.20265291083272,0.7946,0.10269192422732,43.7,884.2,0,0,35.8,0.11518661518661,-38.3,-0.12323037323037,0,9.239289446186,NA,0.17936846846847,2.8449163449163,36,1.0319382532668,310.8,0.79830224763387,0.37408568443051,110,30.94,0,168000,310.8,35.8,24.698324022346,310.8,0,9.239289446186
"9",2004-09-30,27.8,0,0,0,NA,136.3,17,42.6,0.039459058910708,0.17839195979899,NA,2.3003,NA,37.486111111111,8.6,0,0,58.6985,35.2755,67.2985,0.39904,NA,1037,83.629032258064,4.3425460636516,17.666547242852,15.408959277107,4.0650725205802,NA,24.5752,1079.6,0.27072633895818,1.13,33.716814159292,NA,0,0.33793103448276,0.6608,0.15113719735877,12.4,1079.6,0,0,28.8,0.11289690317522,-36,-0.14112112896903,0,19.629090909091,NA,0.2301,4.2320658565268,10.7003,0.30333482377707,255.1,2.8447948846452,0.52363636363636,88.3,38.1,0,20600,238.8,26.1,41.36398467433,238.8,0,19.629090909091
"10",2003-09-30,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,28.13,0,NA,0,NA,NA,0,NA,NA
"11",2000-09-30,NA,1,0.7961,0.17019027484144,NA,260.6,9.4,7.6,0.0065062922694975,NA,NA,NA,0.18841854038437,NA,24.1,0,0,21.8,21.8,45.9,0,NA,1160.5,NA,NA,53.233944954128,25.283224400872,4.9551665243382,0.365,29.757,1168.1,0.72448196469685,NA,30.980769230769,NA,-0.199,0.46720817619887,0.8714,NA,181.6,1135.9,0.028347565806849,0.027566133036555,NA,0.024765157984628,NA,0.057216054654142,NA,7.2350318471338,NA,0.093082835183604,4.8501280956447,NA,-0.6743119266055,NA,0.12004405286344,0.036942675159236,10.7,NA,NA,NA,NA,5.8,195.84482758621,234.2,NA,6.1738900634249
