"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Reinvestment Amount","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,134.4,0.34,0.1266,0.1163,4628.5,17141.8,19,1255.9,0.192,0.0733,NA,0.67,13.59,0,0,0,NA,NA,NA,0,0,5284.3,1.33,0.0948,NA,6540.2,0,2.46,17.89,0.175,NA,0.1199,NA,0.8266,0.0013,3981.5,5931.3,0.1027,0.0931,436.4,0,0,1.28,1.43,19,NA,NA,0.0943,2673.3,44.02,608.9,828242,NA,717.6,8.27,NA,0.65,1.25
"2",2010-12-31,139.6,0.56,0.1697,0.062331186370247,4513,15770.8,11.7,1278.6,0.24551162656733,0.08107388337941,NA,0.8,5.8247092333254,0,0,0,NA,NA,NA,0.00925,0.0092886537330982,3929.3,1.111730421005,0.1,NA,5207.9,0,NA,NA,0.23,NA,0.14204118442808,NA,0.8224,0,3534.4,4907.9,0.061125939811325,0.057604792718754,842.6,0,0,1.0875027697762,0.58247092333254,11.7,NA,NA,0.18670507423,2511,37.23,300,625093,NA,520.8,9.4237711213518,NA,0.65,1.0820486183254
"3",2009-12-31,54.8,0.47,0.1543,0.090944228451902,3998.3,15375.8,19.5,906.1,0.18979493517103,0.058930267043016,NA,0.8,4.9881400387729,0,0,0,NA,NA,NA,0.02307,0.023170324161747,3868,1.1076112479239,0.12,NA,4774.1,0,9.22,9.5498915401301,0.255,NA,0.16703645007924,NA,0.6602,0,3492.2,4374.1,0.091447383461741,0.08378542552523,876.9,0,0,1.0939899457269,0.41567833656441,19.5,NA,NA,0.21931821023935,2763.1,88.05,400,303477,NA,886.7,4.9330100372166,NA,0.65,1.0854421026306
"4",2008-12-31,60.3,0.52,0.1637,0.11402508551881,3108,14616.5,9.5,731.3,0.15694817040455,0.050032497519926,NA,0.63530849114233,14.637457044673,0,0,0,NA,NA,NA,0.04446,NA,3928.2,1.4147009039507,0.0714,NA,4659.5,0,10.23,6.9941348973607,0.315,NA,0.23578209184982,NA,0.7617,0.0018745937810009,2776.7,4259.5,0.093907735649724,0.085846120828415,291,0,0,1.3704954954955,2.050064011859,NA,NA,NA,0.093629343629344,2805.7,71.55,400,518876,NA,449.3,9.4803026930781,NA,0.65,1.3282497149373
"5",2007-12-31,67.3,0.4,0.127,0.069191383366391,3710.8,15624.3,28,2442.7,0.56119190387576,0.15633980402322,NA,0.8,4.7239771535144,0,0,0,0,0,0,0.01786,NA,1910,1.2180345641222,0.13,NA,4352.7,0,9.61,7.2944849115505,0.62,NA,0.41797356828194,NA,0.7292,0,1568.1,4052.7,0.074024724257902,0.068922737611138,857.9,0,0,1.0921364665301,0.36338285796265,NA,NA,0,0.23119003988358,2901.9,70.1,300,334242,NA,655.4,6.1835520292951,NA,0.7,1.0852448389349
"6",2006-12-31,74.3,1.16,0.1726,0.077108929214003,3265.6,14312.5,13.2,1274.7,0.24142959960605,0.089062008733625,NA,0.74159907300116,6.9823331463825,0,0,0,0,0,0,0.03606,NA,4005.1,1.748264874067,0.0833,NA,5279.8,0,10.99,6.3075523202912,0.56,NA,0.099964425471363,NA,0.6606,0.0011668122270742,2290.9,4979.8,0.060243383268404,0.056820334103564,713.2,0,0,1.5249265066144,0.83821526367137,NA,NA,0,0.21839784419402,3017.4,69.32,300,509810,NA,865.9,5.7510105092967,NA,0.8,1.4807606013013
"7",2005-12-31,73.3,1.32,0.1857,0.10789426362165,2480.5,11488.4,13.7,1797.7,0.33775481446689,0.15647957940183,NA,0.60312331717824,19.58089668616,0,0,0,0,0,0,0.10142,NA,3524.8,3.5864875864876,0.1575,NA,5322.5,0,9.03,7.4872646733112,NA,NA,0.15167137054016,NA,0.4892,0.0014536401935866,982.8,5022.5,0.059731209556994,0.056364490371066,256.5,0,0,2.0247933884297,1.2432315356292,NA,NA,0,0.10340657125579,3138.8,67.61,300,113546,NA,568.4,8.8362068965517,NA,0.7,1.9142240604208
"8",2004-12-31,34.9,0.56,0.1854,0.11802195208309,NA,8218.8,15.5,248.2,0.11036997509783,0.030199055823235,0,0.60409924487594,6.1495739981067,0,0,0,NA,NA,NA,0.07644,NA,2000.6,0.64996751137102,0.15,NA,2248.8,0,NA,NA,NA,0,0.22386158581891,NA,0.7018,0.0020319268019662,3078,1948.8,0.15394088669951,0.13340448239061,316.9,0,0,1.3369923161361,0.40997159987378,15.5,NA,NA,0.14135331638342,2980,54.75,300,61162,NA,367,5.3100817438692,0,0.6,0.88469255281482
"9",2003-12-31,27.7,0.3,0.1822,0,NA,2991.3,17.7,572.3,0.5249014032835,NA,0,0.32930845225027,19.787658802178,0,0,0,NA,NA,NA,0,NA,518,0.31306660219993,NA,NA,1090.3,0,NA,NA,NA,0,0.1267921705523,NA,0.6798,0.009661351251964,1654.6,1090.3,0,0,55.1,0,0,1.8308984047019,NA,17.7,NA,NA,0.039044784580499,1260,38.14,0,31842,NA,287.1,3.7976314872867,0,0.6,0.77260487528345
"10",2002-12-31,27.7,0.26,0.2782,0,NA,2991.3,17.7,572.3,0.52562454077884,NA,0,0.2048,19.760435571688,0,0,0,0,0,0,0,NA,516.5,NA,0.15,-17.7,1088.8,0,3.65,10.772602739726,NA,0,0.17713437268003,NA,0.7227,0.009661351251964,838.9,1088.8,0,0,55.1,0,0,1.8283795130143,1.3173623714459,17.7,0,0,0.092527287993283,1260,39.32,0,64018,0,193.1,5.6385292594511,0,0.5,0.61568720944093
"11",2001-12-31,NA,0.2,0.2854,0,NA,0,0,0,NA,NA,0,0.1245,NA,0,0,0,NA,NA,NA,0,NA,0,NA,0.15,NA,0,NA,NA,NA,NA,NA,0.20313862249346,0,0.7847,NA,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,31.5,0,60700,0,28.8,0,0,0.5,NA
