"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,32.8,1.46,0.6201,0,45.8,54.3,0.1,47.3,0.1532,1.1156,0.8711,2.37,0.59,20.72,0.7,0,0,17,16.75,18,0.0029,0,261.4,NA,16.34,15.56,14.94,6.17,14.99,308.7,0.046,NA,NA,0.305,0.535,0.136,0,-1.5,308.7,0,0,14.9,0.3514,-3.8,-0.0896,NA,6.74,0.3962,7.28,1.77,0.1054,42.4,NA,0.3253,6,8.98,0,211018,16,-3.4,NA,16,0.8,NA
"2",2010-12-31,32.8,0.58,0.5324,0,27.5,77.8,0.1,67.6,0.37998875772906,1.568445475638,0.86889460154242,1.0285,0.39913598797896,13.580152671756,0.8,0,0,13.3,13.0602,14.1,0.01803,0.022388059701493,110.3,NA,2.6261904761905,8.2932330827068,7.822695035461,2.5591647331786,12.7317,177.9,0.039845758354756,0.41,13.048780487805,-0.032,0.34132693844924,0.1186,0,-40.1,177.9,0,0,13.1,0.30394431554524,-40.3,-0.93503480278422,0,6.4690909090909,0.30858468677494,4.1276102088167,0.3285,0.025155683519928,43.1,NA,0.47636363636364,6.3,5.35,0,78932,42,14.2,12.528169014085,42,0.85,NA
"3",2009-12-31,32.8,0.14,0.5998,0,12.6,107.6,0.3,100.7,0.37227356746765,2.2629213483146,0.93587360594795,3.8067,0.33344448149383,NA,0.7,0,0,-27.5558,-27.5558,-26.8558,0,NA,169.8,NA,4.1414634146342,NA,NA,3.8157303370787,-30.9625,270.5,0.034386617100372,0.36,21.638888888889,3.4262,0.26315789473684,0.1177,0,-88.1,270.5,0,0,-23.6,-0.53033707865169,-48.4,-1.0876404494382,NA,21.468253968254,-0.61923033707865,6.0786516853933,3.4067,NA,44.5,NA,-1.8730158730159,8.8,7.79,0,78869,41,8.3,32.590361445783,41,0.8,NA
"4",2008-12-31,32.7,-0.26,0.6619,NA,-5,137.5,0.2,62.2,0.25927469779075,6.22,0.45236363636364,31.164,0.19338268620638,NA,1.6,0,0,-67.857,-67.857,-66.257,0,NA,177.7,NA,3.7728237791932,NA,NA,17.77,-97.621,239.9,0.0029090909090909,0.09,79.333333333333,-0.437,0.59408194233687,0.1683,0,-67.2,239.9,0,0,-69.4,-6.94,8.4,0.84,NA,NA,-6.7857,23.99,29.764,NA,10,NA,NA,8.3,7.14,0,293500,47.1,-35.2,NA,47.1,0.8,NA
"5",2007-12-31,31.6,NA,NA,0.37554585152838,14.3,37,4.7,18.2,0.029738562091503,1.1973684210526,0.49189189189189,-1.2204,NA,NA,2,0,0,-48.9999,-48.9999,-46.9999,0,NA,593.8,126.34042553192,59.979797979798,NA,NA,39.065789473684,-50.4795,612,0.17837837837838,1.48,12.945945945946,0.5892,0.36765634870499,0.1114,0,4.7,603.4,0.014252568776931,0.014052287581699,-53.9,-3.546052631579,-3.5,-0.23026315789474,NA,42.195804195804,-3.2236789473684,39.697368421053,1.4796,NA,15.2,-10.425514893617,-3.7692307692308,6.6,19.16,8.6,166218,9.9,-79.1,NA,9.9,1.05,26.724890829694
"6",2006-12-31,27.3,NA,NA,0.70572916666667,11.3,49.2,1.7,39.2,0.098270243168714,4.7228915662651,0.79674796747968,1.4458,NA,NA,1.5,0,0,-37.7801,-37.7801,-36.2801,0,NA,359.7,NA,33.305555555556,NA,NA,43.33734939759,-39.4259,398.9,0.079268292682927,NA,NA,1.8901,0.4917239623122,0.0869,0,-0.8,371.8,0.072888649811727,0.067936826272249,-45,-5.4216867469879,-4.8,-0.57831325301205,NA,32.902654867257,-4.5518228915663,44.795180722892,1.6458,NA,8.3,NA,-3.9823008849557,4.8,13.86,27.1,1063514,10.8,-50.3,NA,10.8,NA,NA
"7",2005-12-31,9.1,NA,NA,NA,-9.4,51,0.3,43.4,0.055683859379009,43.4,0.85098039215686,NA,NA,NA,1.5,0,0,-19.4655,-19.4655,-17.9655,0,NA,736,NA,NA,NA,NA,736,NA,779.4,0.074509803921569,-2.53,NA,NA,0.47895154884829,0.0303,0,-2.3,728.9,0.069282480449993,0.064793430844239,-20,-20,-4.1,-4.1,NA,NA,-19.4655,728.9,NA,NA,1,NA,NA,2.3,25.32,50.5,310705,NA,NA,NA,NA,NA,NA
