"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Reinvestment Amount","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,501,0.92,0.197,0.2403,18674,125563,246,2067,0.0817,0.0165,NA,0.8,27.73,0,0.0227,440.88,NA,NA,NA,0,0,23223.8,1.03,0.15,NA,25290.8,0.0073,3.36,11.96,-0.12,NA,0.2268,0.01,0.7627,0.0099,22515,19382.8,0.3048,0.2336,699,0,0.1695,1.04,1.85,246,NA,NA,0.0374,25942,40.17,5908,3236332,NA,2600.5,7.45,NA,1.05,1.03
"2",2010-12-31,533,1.51,0.3902,0.23704060343444,19016,130874,162,3841,0.19448101265823,0.029348839341657,NA,0.70476678626346,9.0140661630633,0,0.0307,424.9494,NA,NA,NA,0.20927,0.20926879505664,15909,0.75458900535977,0.11,NA,19750,0.0070373030548466,3.64,7.5302197802198,-0.02,NA,0.21404623257455,0.01,0.7621,0.006678179011874,21083,13842,0.42681693396908,0.29913924050633,1535.6,0,0.27673183120604,0.72791333613799,0.81946056027848,162,NA,NA,0.080753050063105,25957,27.41,5908,4784550,NA,208.9,66.261369076113,NA,1.1,0.7924089231263
"3",2009-12-31,537,1.57,0.4528,0.26148128484205,16692,132652,189,3056,0.1322376989948,0.023037722763321,NA,0.60733215547703,9.1683901918977,0,0.025,429.9975,NA,NA,NA,0,0,20053.9,1.0259848562366,0.05,NA,23109.9,0.0074631366281699,3.93,8.1119592875318,0.035,NA,0.13868847202181,0.01,0.7131,0.0065962066158068,19546,17199.9,0.34360664887587,0.25573455532045,1876,0,0.22920975479744,1.0304277498203,1.8336780383795,189,NA,NA,0.11238916846393,26194,31.88,5910,4369478,NA,1603,10.729819089208,NA,1.1,1.0224714627024
"4",2008-12-31,536,1.72,0.4515,0.3092349726776,12641,134798,291,8906,0.40856959354069,0.066069229513791,NA,0.38981173864895,11.168858131488,0,0.0266,429.2974,NA,NA,NA,0.30024,NA,12892,1.3723653395785,0.005,NA,21798,0.007856199646879,4.12,7.2912621359223,0.16,NA,0.41738946477681,0.01,0.7117,0.0064837757236754,9394,16139,0.35064130367433,0.25961097348381,1445,0,0.29709162629758,1.2767186140337,22.337716262976,NA,NA,NA,0.11431057669488,26967,30.04,5659,5720197,NA,1582.7,10.197131484173,NA,1.1,1.1911475409836
"5",2007-12-31,563,1.36,0.2976,0.20515805172602,21851,156408,274,3480,0.16238462758859,0.022249501304281,NA,0.56451612903226,3.4060828300259,0,0.058472762276291,923.32,0,0,0,0.30317,NA,17950.6,0.74759901711716,0.045,NA,21430.6,0.0067899340187203,5.13,6.3859649122807,0.17,NA,0.49851422102731,0.01,0.6781,0.0052746662574804,24011,15790.6,0.3571745215508,0.26317508609185,4636,0,0.19916307161346,0.72264884902293,0.75690729556131,NA,NA,0,0.2121642030113,27233,32.76,5640,3755076,NA,1602,9.8568039950062,NA,1.05,0.77954967080135
"6",2006-12-31,622,0.91,0.1713,0.1754981884058,21846,157554,161,2873,0.081518346593424,0.018235017835155,NA,0.8,6.1272982175045,0,0.030903195439569,945.44,0,0,0,0.3044,NA,32370.6,1.370300131228,0.09,NA,35243.6,0.0064105005268035,6.87,7.4352256186317,0.125,NA,0.14986091794159,0.01,0.6793,0.0052362999352603,23623,30593.6,0.15199257361017,0.13193884847178,4993,0,0.18935309433206,1.4004211297263,0.68081091305606,NA,NA,0,0.22855442643962,27369,51.08,4650,4115138,NA,4996.9,6.1225159598951,NA,0.95,1.3301479468599
"7",2005-12-31,646,0.85,0.139,0.19491086028796,20186,156072,196,3783,0.081385467649115,0.024238812855605,NA,0.8,23.566855524079,0,0.021742736594103,904.4,0,0,0,0.15469,NA,42699.5,2.0056129638328,0.095,NA,46482.5,0.0066635911630529,7.11,9.1575246132208,0.01,NA,0.13623033857638,0.05,0.6788,0.0052860218360757,21290,41595.5,0.11748867064947,0.10513634163395,1765,0,0.51240793201133,2.0606113147726,2.4807216341136,NA,NA,0,0.087436837412068,27588,65.11,4887,1549300,NA,4882.2,8.5198271271148,NA,0.9,1.8538866509791
"8",2004-12-31,683,0.83,0.1789,0.19513904256104,NA,149725,200,4547,0.11007313194009,0.030369009851394,0,0.92789267747345,11.663827720207,0,0.023668639053254,874.24,NA,NA,NA,0.23165,NA,36761.9,1.6290113883104,0.12,NA,41308.9,0.0067991317415261,6.19,8.7366720516963,-0.035,0,0.12012756909993,0.01,0.6803,0.0055101018533979,22567,36017.9,0.14689918068516,0.12808377855619,3088,0,0.28310880829016,1.6504559409797,0.9719856433506,200,NA,NA,0.14150208495624,26531,54.08,5291,1349800,NA,0,NA,0,0.9,1.5235265914288
"9",2003-12-31,704,0.61,0.1857,0.19787034870115,NA,134142,169,2181,0.053534084103249,NA,0,0.65697361335487,13.444176404071,0,0.021815348656019,788.48,NA,NA,NA,0.23983,NA,38559.4,1.6438333972801,0.17,NA,40740.4,0.0077977069076054,5.62,9.135231316726,-0.035,0,0.12249346120314,0.01,0.6816,0,23457,35667.4,0.14223072048986,0.1245201323502,2653,0,0.29720316622691,1.7343739362995,0.79083390612182,169,NA,NA,0.12900559202529,25187,51.34,5073,1022500,NA,0,NA,0,0.95,1.5890631094469
"10",2002-12-31,702,0.28,0.2747,0.18510210757512,NA,117426,239,462,0.013764624913971,NA,0,0.221,14.321867440735,0,0.022765029574406,673.92,0,0,0,0.16146,NA,33102.3,NA,0.125,-239,33564.3,0.0084223255497079,4.04,10.462871287129,NA,0,0.16712860310421,0.01,0.6543,0,20937,29603.3,0.13380265038019,0.11801229282303,2067,0,0.32603773584906,1.6976316091295,1.1457493952588,239,0,0,0.11853423557747,23361,42.27,3961,2411903,0,NA,NA,0,0.95,1.5810431293882
