"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,16.4,0.01,0.2267,0.1767,35.4,51.5,1.4,3.1,0.0217,0.0443,0.0602,1.17,0.01,46.55,3.9,0,0,5,3.01,9,0.4093,0.3958,139.5,3.5,1.75,27.35,15.5,1.99,4.35,142.6,0.2951,0.3,29.13,0.105,0.25,0.1684,NA,0.1718,0.3748,39.9,135,0.0563,0.0533,2.9,0.0414,8.6,0.1229,0,3.81,0.0729,1.93,-1.33,-0.4424,70,0.0755,0.0819,17.5,8.74,7.6,20018,79.5,4.2,32.14,79.5,0.85,3.32
"2",2010-12-31,16.5,0.21,0.3446,0.23462414578588,33.6,52.1,2.2,4.6,0.027413587604291,0.07244094488189,0.088291746641075,0.6942,0.68920487521764,43.75,1.4,0,0,11.3,6.3495,12.7,0.4381,0.4375,163.2,4.1526717557252,2.3549783549784,14.442477876106,12.850393700787,2.5700787401575,4.8553,167.8,0.29174664107486,0.3,32.133333333333,0.145,0.1093,0.18114143920595,NA,0.1574,0.38579654510557,39.3,157.5,0.065396825396825,0.061382598331347,3.6,0.056692913385827,7.6,0.11968503937008,0,4.6875,0.17795275590551,2.4803149606299,1.4942,0.23532251169727,63.5,0.16156412213741,0.10714285714286,13.9,9.64,10.3,13918,69.3,3,52.5,69.3,0.95,3.8223234624146
"3",2009-12-31,16.8,0.71,0.4398,0.27069351230425,32.6,51.5,1.8,5.7,0.032834101382488,0.098106712564544,0.11067961165048,0.4971,0.5400181900864,28.839285714286,1.1,0,0,9,5.9332,10.1,0.34075,0.33333333333333,167.9,4.3051282051282,2.7124394184168,18.655555555556,16.623762376238,2.8898450946644,4.7362,173.6,0.27766990291262,0.34,28.088235294118,0.17,0.3031,0.22291766971594,NA,0.147,0.39029126213592,39,161.5,0.074922600619195,0.069700460829493,5.6,0.096385542168675,7.6,0.13080895008606,0,4.9539877300613,0.15490533562823,2.7796901893287,1.1971,0.20175688034838,58.1,0.15213461538462,0.17177914110429,12,9.55,12.1,14341,61.9,4.1,39.390243902439,61.9,0.95,3.8836689038031
"4",2008-12-31,16.7,0.91,0.5104,0.13201320132013,26.3,34.7,2.2,5.5,0.026737967914438,0.12359550561798,0.15850144092219,1.3951,0.31347962382445,106.15789473684,1.1,0,0,4.2,3.097,5.3,0.26263,NA,200.2,8.0725806451613,3.6937269372694,47.666666666667,37.77358490566,4.4988764044944,0.6019,205.7,0.31988472622478,0.39,30.461538461538,0.15,0.1858,0.42217991432651,NA,0.1374,0.24207492795389,24.8,201.7,0.019831432821021,0.019445794846864,1.9,0.042696629213483,6.4,0.1438202247191,0,7.6692015209125,0.09438202247191,4.5325842696629,2.4951,0.80564844675616,44.5,0.12487717741936,0.072243346007605,8.2,11.88,4,22538,54.2,4.6,43.847826086957,54.2,1,6.7887788778878
"5",2007-12-31,17.3,1.47,0.4655,0.16774193548387,25.8,34.8,1.8,7.6,0.049222797927461,0.19638242894057,0.2183908045977,-0.9116,0.3780880773362,46.625,1,0,0,4.5,2.8577,5.5,0.36495,NA,146.8,6.2735042735043,3.313769751693,32.622222222222,26.690909090909,3.7932816537468,2.9694,154.4,0.27873563218391,0.19,48.526315789474,0.18,0.3663,0.480631276901,NA,0.1297,0.25,23.4,149.2,0.03485254691689,0.033678756476684,3.2,0.082687338501292,6.3,0.16279069767442,0,5.7829457364341,0.11627906976744,3.8552971576227,-0.1116,-0.039061808598358,38.7,0.122125,0.12403100775194,7.7,9.22,5.2,19544,44.3,2.9,51.448275862069,44.3,1.1,4.9806451612903
"6",2006-12-31,16.9,2.97,0.5642,0.22295081967213,23.7,33,0.7,10,0.044843049327354,0.36101083032491,0.3030303030303,-1.4383,0.24104927330734,74.551724137931,0.8,0,0,4.2,2.6208,5,0.376,NA,213,10.390243902439,5.9166666666667,50.714285714286,42.6,7.6895306859206,4.1591,223,0.26060606060606,0.21,50,0.19,0.3682,0.41831852358168,NA,0.0858,0.22727272727273,20.5,216.2,0.031452358926919,0.030493273542601,2.9,0.10469314079422,4.8,0.17328519855596,0,9.1223628691983,0.15162454873646,7.8050541516246,-1.5383,-0.58694564560991,27.7,0.12784390243902,0.12236286919831,6.4,10.5,6.8,68860,36,3.5,61.771428571429,36,0.85,7.3114754098361
"7",2005-12-31,16.8,3.23,0.7429,0.14592274678112,19.9,24.5,4.9,11.8,0.073383084577114,0.58706467661691,0.48163265306122,-0.4657,0.11845470453628,62.96,0.7,0,0,3.4,2.1218,4.1,0.37595,NA,149,12.95652173913,6.5638766519824,43.823529411765,36.341463414634,7.4129353233831,-1.6126,160.8,0.31836734693877,NA,NA,0.165,0.2399,0.36392206159648,NA,0.0404,0.016326530612245,11.5,157.4,0.021601016518424,0.021144278606965,2.5,0.12437810945274,3.6,0.17910447761194,0,7.9095477386935,0.16915422885572,7.8308457711443,3.7343,1.7600062015247,20.1,0.18450173913043,0.12562814070352,5.1,9.35,3.4,21857,22.7,2.9,54.275862068966,22.7,0.55,6.9012875536481
"8",2004-12-31,8.4,1.73,0.7902,0.027173913043478,NA,19.7,0.3,12.5,0.12833675564682,0.62814070351759,0.63451776649746,0.5301,0.43786383194128,46.142857142857,0.7,0,0,2.9153,1.738,3.6153,0.40383,NA,84.9,14.389830508475,4.2663316582915,29.121817695363,23.483268516931,5.2085889570552,1.608,97.4,0.17258883248731,0.27,46.074074074074,NA,1.1918,0.4375,NA,0.0524,0.025380710659899,5.9,96.9,0.0051599587203302,0.0051334702258727,2.1,0.12883435582822,2.4,0.14723926380368,0,5.4134078212291,0.17885521472393,5.9447852760736,0.1301,0.074832271302362,16.3,0.29458275386441,0.11731843575419,4.3,12.44,0.5,97002,19.9,2.3,42.130434782609,19.9,0.45,5.2934782608696
"9",2003-12-31,16.9,1.58,0.7093,0.030674846625767,NA,17.7,0.4,10.9,0.14361001317523,0.70779220779221,NA,0.0705,0.44550965740871,32.782608695652,0.7,0,0,4.1735,2.5946,4.8735,0.37831,NA,65,12.037037037037,4.2207792207792,15.57449520665,13.337464527474,4.3624161073825,2.8241,75.9,0.2090395480226,NA,NA,NA,-0.3906,0.6316625740286,NA,0.039,0,5.4,75.4,0.006631299734748,0.0065876152832675,2.3,0.15436241610738,2.1,0.14093959731544,0,4.7721518987342,0.2801,5.0604026845638,-0.2295,-0.088464001241942,14.9,0.48048462927778,0.14556962025316,3.6,9.05,0.5,8700,15.4,2.3,32.782608695652,15.4,0.4,4.6564417177914
"10",2002-12-31,4.2,0.58,0.4713,0.03968253968254,NA,14.3,0.3,6.9,0.12,0.5655737704918,NA,3.5,0.2689,33.529411764706,0.8,0,0,2.6,1.6149,3.4,0.37888,NA,50.6,NA,NA,19.461538461538,14.882352941176,4.1475409836066,2.1149,57.5,0.31468531468532,0.71,19.154929577465,NA,0.158,0.50284321689683,NA,0.0175,0,5.7,57,0.0087719298245614,0.008695652173913,1.7,0.13934426229508,1.7,0.13934426229508,0,4.7107438016529,0.21311475409836,4.672131147541,-0.5,-0.30961439384932,12.2,0.28331789473684,0.14049586776859,2.9,13.6,0.5,6089,14.1,1.9,30,14.1,0.3,8.8771929824561
