"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2012-12-31,5.3,0.76,0.1937,0.2278,135.6,1393.3,0,127.7,0.5495,0.0917,NA,0.8,12.33,0,0.0198,3.82,52,32.76,52,0.3713,0.371,104.7,2.19,2.01,2.01,0.095,32.76,232.4,0,3.18,11.78,0.045,NA,0.122,0.3843,0,47.9,192.4,0.2079,0.1721,15.6,0,0.2313,1.42,1.3,0,0,NA,0.6838,0.115,3.1,37.46,40,17481,NA,16.5,11.66,NA,0.75,1.32
"2",2011-12-31,5.3,1.07,0.2695,0.32985156679494,121.9,1208.2,0,65.7,0.2547499030632,0.054378414169839,NA,0.64935064935065,14.551470588235,0,0.0183,3.6216,43.6,27.1999,43.6,0.37615,0.37327188940092,192.2,1.6540447504303,4.4082568807339,4.4082568807339,0.0775,27.1999,257.9,0,3.05,12.324590163934,0.055,NA,0.11235170969993,0.4162,0,116.2,197.9,0.30318342597271,0.23264831329973,13.6,0,0.26629191176471,1.6234618539787,1.8776091081594,0,0,NA,0.23407796901893,0.11156685808039,5,37.59,60,12114,NA,16,12.36875,NA,0.7,1.4178119846069
"3",2010-12-31,5.2,0.96,0.3052,0.35481963335305,109.1,1121.7,0,23.7,0.095718901453958,0.021128644022466,NA,0.57339449541284,14.65625,0,0.0179,3.358,42.2,26.2222,42.2,0.37862,0.37560975609756,223.9,1.5398899587345,5.3056872037915,5.3056872037915,0.0925,26.2222,247.6,0,2.44,14.344262295082,0.075,NA,0.1063829787234,0.3992,0,145.4,187.6,0.31982942430704,0.24232633279483,12.8,0,0.262346875,1.7195233730522,1.5844594594595,0,0,NA,0.18034550206327,0.1173235563703,5.7,35,60,9101,NA,12.5,15.008,NA,0.7,1.4642223536369
"4",2009-12-31,5.1,0.96,0.2983,0.29090909090909,97.5,1049.6,0,24.9,0.11543810848401,0.023723323170732,NA,0.34864230640295,14.764705882353,0,0.0178,3.1275,38.1,23.0749,38.1,0.39436,NA,190.8,1.6944937833037,5.007874015748,5.007874015748,0.16,NA,215.7,0,2.3,14.15652173913,0.11,NA,0.355193328279,0.3277,0,112.6,175.7,0.22766078542971,0.18544274455262,11.9,0,0.26281176470588,1.8020512820513,0.92279411764706,NA,NA,NA,0.20492792184725,0.12205128205128,9.9,32.56,40,14183,NA,12.9,13.62015503876,NA,0.65,1.5687272727273
"5",2008-12-31,5.1,NA,NA,0.053879310344828,87.8,933.9,0,28.8,0.20945454545455,0.030838419530999,NA,NA,11.422413793103,0,0.021554716981132,2.856,32.6,19.9166,32.6,0.38906,NA,108.7,1.6984375,3.3343558282209,3.3343558282209,0.15,NA,137.5,0,0.63,37.380952380952,0.21,NA,0.18727915194346,0.2262,0,64,132.5,0.037735849056604,0.036363636363636,11.6,0,0.24620689655172,1.5091116173121,0.76149425287356,NA,NA,NA,0.3111975625,0.13211845102506,17.9,23.55,5,14147,NA,11.9,11.134453781513,NA,0.65,1.4816810344828
"6",2007-12-31,5.4,NA,NA,0.14354066985646,89.5,876.6,0,37.3,0.22268656716418,0.042550764316678,NA,NA,12.81512605042,0,0,0,31.7,20.3089,31.7,0.35934,NA,130.2,1.9375,4.1072555205047,4.1072555205047,0.15,NA,167.5,0,0.56,50.892857142857,0.39,NA,0.18784779666115,0.1839,0,67.2,152.5,0.098360655737705,0.08955223880597,11.9,0,0,1.7039106145251,0.85434173669468,NA,NA,NA,0.30221610119048,0.13296089385475,15.1,28.5,15,2225,NA,12.4,12.298387096774,NA,0.4,1.6028708133971
"7",2006-12-31,5.2,NA,NA,0.31523642732049,78.2,840.4,0,21.1,0.08997867803838,0.025107091861019,NA,NA,16.965811965812,0,0,0,30.2,18.5473,30.2,0.38585,NA,213.4,2.2921589688507,7.0662251655629,7.0662251655629,NA,NA,234.5,0,NA,NA,NA,NA,0.10112359550562,0.1371,0,93.1,198.5,0.18136020151134,0.15351812366738,11.7,0,0,2.5383631713555,NA,NA,NA,NA,0.1992194414608,0.14961636828645,9.2,36.05,36,3601,NA,11.9,16.680672268908,NA,0.5,2.053415061296
"8",2005-12-31,4.7,0,0,0,NA,642.6,0,36,0.21377672209026,0.056022408963585,0,NA,22.453333333333,0,0,0,NA,NA,NA,0.38306,NA,132.4,6.7551020408163,NA,NA,NA,NA,168.4,0,NA,NA,NA,0,0.10588576819798,0.1237,0,19.6,168.4,0,0,7.5,0,0,3.0287769784173,NA,0,NA,NA,NA,0.13489208633093,5.2,33.983,0,608,NA,10.5,16.038095238095,0,0.5,3.0287769784173
"9",2004-12-31,4.4,0,0,0,NA,642.6,0,36,0.19889502762431,NA,0,NA,24.133333333333,0,0,0,NA,NA,NA,0.38306,NA,145,7.3979591836735,NA,NA,NA,NA,181,0,NA,NA,NA,0,0.24402213964282,0.1026,0,19.6,181,0,0,7.5,0,0,3.2553956834532,NA,0,NA,NA,NA,0.13489208633093,5.2,39.35,0,1000,NA,8.3,21.807228915663,0,0.5,3.2553956834532
"10",2003-12-31,2.8,0,0,0,NA,539,0,29.2,0.24787775891341,NA,0,0,19,0,0,0,17.4,10.7121,17.4,0.38436,NA,88.6,NA,5.0919540229885,5.0919540229885,NA,10.7121,117.8,0,NA,NA,NA,0,0.19965210089074,0.0848,0,17.9,117.8,0,0,6.2,0,0,2.5010615711253,NA,0,0,0,0.59844335195531,0.13163481953291,6.2,40,0,1077,0,9.3,12.666666666667,0,0.45,4.9497206703911
