"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV To Sales Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,21.3,-0.17,0.4047,0,180.6,267.2,0.5,212.2,0.6709,3.4673,0.7942,-3.25,-0.11,2.5,0,0,-57,-57.23,-55,0,104.1,NA,1.32,1.7,-51.98,316.3,0.0344,NA,0.495,0.2243,0.9329,0,-31.6,316.3,0,0,-77.1,-1.2598,-11.1,-0.1814,1.75,-0.9351,5.17,-5.25,61.2,NA,-0.4269,68.9,14.71,0,144025,79.1,-31.7,79.1,0.95,NA
"2",2010-12-31,21.1,0.5,0.4945,0,245.3,336.1,1.2,260.3,0.62859212750543,3.9320241691843,0.77447188336804,0.2514,0.48028311425683,2.4,0,0,-77.6261,-77.6261,-75.2261,0,153.8,NA,2.4182389937107,2.3232628398791,-76.6774,414.1,0.033323415650104,NA,2.1689,0.21599008366904,0.9262,0,-15,414.1,0,0,-81.2,-1.226586102719,-6.4,-0.096676737160121,1.6881369751325,-1.1725993957704,6.2552870090634,-0.9486,66.2,NA,-0.33102323685283,84.9,18.91,0,268536,63.6,-78.3,63.6,0.95,NA
"3",2009-12-31,17.4,0.61,0.4863,0,143,184.6,2.8,79.7,0.2086387434555,4.6337209302326,0.431744312026,14.6186,0.53979025293029,1.9,0,0,-98.0463,-98.0463,-96.1463,0,302.3,4.7756714060032,4.8679549114332,17.575581395349,-113.5649,382,0.067172264355363,NA,NA,0.58484299516908,NA,0,63.3,382,0,0,-93.5,-5.4360465116279,5.6,0.32558139534884,2.6713286713287,-5.7003651162791,22.209302325581,15.5186,17.2,-1.5489143759874,-0.65384615384615,77.8,18.1,0,500446,62.1,-80,62.1,1.05,2.6713286713287
"4",2008-12-31,17,1.27,0.4403,0,213.4,232,8.2,159.1,0.23764002987304,83.736842105263,0.68577586206897,-15.0105,0.39972745855099,1.5,0,0,-78.0774,-78.0774,-76.5774,0,510.4,9.3996316758748,102.08,268.63157894737,-69.7669,669.5,0.048275862068966,NA,-0.2458,0.44796717642671,NA,0.0068965517241379,54.3,669.5,0,0,-71.6,-37.684210526316,-9.2,-4.8421052631579,3.1373008434864,-41.09337368421,352.36842105263,-8.3105,1.9,-1.4378896869245,-0.33552014995314,49.5,38.03,0,457734,5,-96.7,5,1.1,3.1373008434864
"5",2007-12-31,16.9,NA,NA,0,286,294.9,0.9,286.8,0.52164423426701,110.30769230769,0.97253306205493,-1.4154,NA,0.8,0,0,-43.1844,-43.1844,-42.3844,0,263,NA,146.11111111111,101.15384615385,-41.869,549.8,0.015259409969481,NA,-0.3277,0.57007153746922,NA,0,-0.8,549.8,0,0,-29.9,-11.5,-4.6,-1.7692307692308,1.9223776223776,-16.609392307692,211.46153846154,-1.3154,2.6,NA,-0.10454545454545,20.4,35.85,0,388166,1.8,-59.6,1.8,1.15,NA
"6",2006-12-31,11.9,NA,NA,0,36.1,47.4,0.9,42.1,0.041567930489731,NA,0.88818565400844,0.8173,NA,0.4,0,0,-0.4,-0.4,0,0,970.7,NA,359.51851851852,NA,-1.7173,1012.8,0.088607594936709,-2.12,-0.0973,0.17547534643893,NA,0,-6,1012.8,0,0,-25.3,NA,-8.4,NA,28.05540166205,NA,NA,1.3173,NA,NA,-0.70083102493075,8,58.92,0,266122,2.7,-27.5,2.7,0.95,NA
"7",2005-12-31,11.9,NA,NA,0,36.1,47.4,0.9,42.1,0.059029725182277,15.592592592593,0.88818565400844,0,NA,0.4,0,0,-27.1748,-27.1748,-26.7748,0,671.1,NA,248.55555555556,248.55555555556,-27.6748,713.2,0.088607594936709,-2.33,-0.0973,0.71398583049068,0.7587,0,-6,713.2,0,0,-25.3,-9.3703703703704,-8.4,-3.1111111111111,19.756232686981,-10.064748148148,264.14814814815,0.5,2.7,NA,-0.70083102493075,8,59.72,0,214884,2.7,-25.3,2.7,0.75,NA
