"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,12,0.91,0.4101,0.6391,164.1,486,229.9,44.1,0.085,0.7313,0.0907,20.44,0.55,36.79,2.5,0.0168,3.84,21,12.26,23,0.4018,0.3981,474.6,1.16,7.51,23.15,20.63,7.87,0.12,-235.58,518.7,0.0043,0.93,21.57,-0.245,-0.045,0.2992,0.6495,0,410.6,228.1,1.274,0.5602,6.2,0.1028,425.1,7.0498,0.3802,1.39,3.07,0.34,3.78,247.84,20.2092,60.3,0.0299,0.0378,0,20.06,290.6,16918,63.2,10.1,22.58,63.2,1,1.14
"2",2010-12-31,12.9,0.17,0.6129,0.62928637627433,160,468.1,134.7,37,0.083672546359114,0.55555555555556,0.079042939542833,-29.8802,0.38750203948442,29.929824561403,2.6,0,0,23.8,16.5255,26.4,0.30565,0.30487804878049,405.2,1.0268626457172,6.5886178861789,17.025210084034,15.348484848485,6.0840840840841,0.12,-85.6943,442.2,0.0046998504593036,0.45,28.222222222222,NA,-0.2545,0.18804159445407,0.6548,0,394.6,170.6,1.5920281359906,0.61420171867933,5.7,0.085585585585586,390.2,5.8588588588589,0,1.06625,2.4941520467836,0.35735735735736,2.5615615615616,102.2198,6.1855698316375,66.6,0.041879194120629,0.035625,0,12.7,271.6,22382,61.5,5.6,30.464285714286,61.5,0.95,1.0245597775718
"3",2009-12-31,12.8,0.68,0.7255,0.7244841048522,148.2,565.8,89.4,37.1,0.067197971381996,0.41779279279279,0.065570873100035,-130.0773,0.31013094417643,162.4,2.5,0,0,29.6,22.1734,32.1,0.2509,0.28571428571429,515,1.0283546325879,7.7794561933535,17.398648648649,16.043613707165,5.7995495495495,0.17,65.3506,552.1,0.0042417815482503,0.46,27.5,-0.125,-0.2641,0.29135338345865,0.6523,0,500.8,162.4,2.3996305418719,0.70585038942221,1,0.011261261261261,511.1,5.7556306306306,0,1.0958164642375,9.5529411764706,0.33333333333333,1.8288288288288,-43.1773,-1.9472579822026,88.8,0.044275878594249,0.0067476383265857,0,12.65,389.7,17412,66.2,4.7,34.553191489362,66.2,0.9,1.0263989589143
"4",2008-12-31,12.2,0.5,0.6978,0.80442853354548,147.5,795.8,257.5,32.8,0.04627539503386,0.28373702422145,0.04121638602664,-175.3718,0.21782745772428,NA,2.8,0,0,46,46,48.8,0,NA,676,0.93706681452731,7.6557191392979,14.695652173913,13.852459016393,5.8477508650519,0.16,-33.3282,708.8,0.0037697914048756,NA,NA,0.105,-0.0315,0.55654496883348,0.4978,0,721.4,102.1,5.9422135161606,0.85595372460497,-5.2,-0.044982698961938,742.6,6.4238754325259,NA,0.69220338983051,NA,0.39792387543253,0.88321799307959,79.3282,1.7245261020009,115.6,0.063764901580261,-0.035254237288136,0,7.93,606.7,16550,88.3,-6.9,NA,88.3,0.95,0.93980376557942
"5",2007-12-31,12.2,0.99,0.4494,0.83743095418607,150.1,959.7,389.5,34.3,0.042309115579129,0.28847771236333,0.035740335521517,36.3532,0.32042723631509,2.0491803278689,2.9,0,0,66.7,40.1727,69.6,0.39771,NA,776.4,0.87334083239595,6.8045574057844,11.640179910045,11.155172413793,6.5298570227082,NA,-382.7805,810.7,0.0034385745545483,0.05,50,0.16,0.1332,0.81259842519685,0.576,0,889,37.5,20.618666666667,0.9537436783027,18.3,0.15391084945332,900.5,7.5735912531539,0,0.24983344437042,NA,0.5609756097561,0.31539108494533,422.9532,10.528363423308,118.9,0.045188687289089,0.12191872085277,NA,2.5,773.2,3035,114.1,5.3,7.0754716981132,114.1,0.9,0.87804613884978
"6",2006-12-31,12,-0.01,0.2514,0.82112413425679,134.3,795.5,389.5,26.7,0.034892838473602,0.25797101449275,0.033563796354494,22.8421,0.44550517104216,7.994623655914,5.4,0,0,59,35.2248,64.4,0.40297,NA,738.5,1.0198867559729,7.3629112662014,12.516949152542,11.467391304348,7.1352657004831,NA,-371.7174,765.2,0.0042740414833438,0.39,28.512820512821,NA,0.1819,0.37464788732394,0.6783,0,724.1,148.7,4.1459314055145,0.80567171981181,18.6,0.17971014492754,738.8,7.1381642512077,0,1.1072226358898,NA,0.57004830917874,1.4367149758454,406.9421,11.552726266314,103.5,0.048646278138379,0.13849590469099,NA,11.12,616.5,28437,100.3,NA,NA,100.3,0.7,1.0191795418221
"7",2005-12-31,11.8,0.06,0.212,0.82112787926926,112.6,671,319.9,34.5,0.042756227537489,0.40350877192982,0.051415797317437,-21.3193,0.49056603773585,17.901234567901,4,0,0,44.6,26.9843,48.6,0.39497,NA,772.4,1.2981512605042,8.7276836158192,17.318385650224,15.893004115226,9.033918128655,0.16,-267.5964,806.9,0.0056631892697467,1.61,14.925465838509,NA,0.1101,0.11441647597254,0.6152,0,595,290,1.7824137931035,0.64059982649647,16.2,0.18947368421053,607.6,7.106432748538,0,2.5754884547069,1.1188271604938,0.52163742690059,3.3918128654971,294.5807,10.916728872666,85.5,0.045351828571429,0.14387211367673,NA,24.03,516.9,57024,88.5,19.1,15.183246073298,88.5,0.65,1.2818109610802
"8",2004-12-31,11.5,0,0,0.82196372239748,NA,537.8,274.8,16.1,0.023128860795863,0.19304556354916,0.029936779471923,51.3603,NA,20.681481481482,1.6,0,0,41.0989,24.7407,42.6989,0.39802,NA,680,1.3846467114641,8.1534772182254,16.545463039382,15.92547626542,8.994708994709,0.16,-299.8196,696.1,0.0066939382670138,1.38,17.311594202899,NA,0.2906,0.17858857417187,0.567,0,491.1,279.2,1.4931948424069,0.59890820284442,13.5,0.17857142857143,497.8,6.5846560846561,0,3.0919158361019,1.2925925925926,0.54363597883598,3.6931216931217,324.5603,13.118475541961,75.6,0.050378138428833,0.14950166112957,0,23.89,416.9,11660,83.4,15.5,18.012903225807,83.4,0.55,1.3724369085174
"9",2003-12-31,11.2,0,0,0.83403037640326,NA,474.9,1.1,45.1,0.075468540829987,0.66715976331361,NA,-0.1116,NA,68.34375,1.2,0,0,30.5862,12.2345,31.7862,0.6,NA,552.5,1.3501955034213,8.1730769230769,18.063701930936,17.381756863041,9.6929824561403,NA,12.4461,597.6,0.0050536955148452,NA,NA,NA,0.105,0.16011904761905,0.4932,0.8879764160876,409.2,218.7,1.7325102880658,0.63403614457831,3.2,0.056140350877193,-0.6,-0.010526315789474,0,2.9005305039788,NA,0.5366,3.8368421052632,-0.2116,-0.017293660815043,57,0.02989853372434,0.042440318302387,18,18.26,378.9,3240,67.6,11.8,18.533898305085,67.6,0,1.3154303323795
"10",2002-12-31,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0.10328499556082,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,16,0,NA,0,NA,NA,0,NA,NA
