"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-27,5,0.25,0.3217,0,35.1,47.7,20.5,10.1,0.0351,0.1969,0.2117,0.08,0.19,19.56,0.5,0.0028,0.8,25,14.99,25,0.3955,0.3951,277.5,11.1,5.34,11.19,10.97,5.41,-5.09,287.6,0.0314,2.98,19.13,0.31,0.135,0.2023,NA,0.2773,0.0126,25,287.6,0,0,14.7,0.2865,5.9,0.115,0.0513,8.19,0.4834,5.61,20.08,1.3394,51.3,0.5997,0.4188,19,57,0,20940,52,15.6,18.44,52,0.65,8.19
"2",2010-12-27,5,0.28,0.3601,0.28792569659443,23,42.1,15.7,2.4,0.0080536912751678,0.058252427184466,0.057007125890736,1.8859,0.4165509580672,28.029126213592,0.5,0.0021,0.6063,18.5,10.8832,19,0.41172,0.41477272727273,295.6,9.8862876254181,6.082304526749,15.978378378378,15.557894736842,7.1747572815534,-6.2027,298,0.042755344418052,2.49,23.04016064257,0.155,0.1278,0.28753013368398,NA,0.2715,0,29.9,288.7,0.032213370280568,0.031208053691275,10.3,0.25,10.5,0.25485436893204,0.058861165048544,12.552173913044,0.44902912621359,7.0072815533981,17.0859,1.5699384123112,41.2,0.36398595317726,0.44782608695652,18.8,57.37,9.3,8286,48.6,13,22.207692307692,48.6,0.6,9.2260061919505
"3",2009-12-27,5.1,0.53,0.3614,0.67653276955603,15.3,56.8,16.2,12.8,0.065877509006691,0.34316353887399,0.22535211267606,1.0434,0.41505257332596,27.98275862069,0.5,0,0,10.8,6.4262,11.3,0.40498,0.40816326530612,181.5,5.2608695652174,4.5261845386534,16.805555555556,16.061946902655,4.8659517426273,-10.3172,194.3,0.03169014084507,1.76,19.113636363636,-0.005,0.1163,0.29137868315751,NA,0.2452,0,34.5,162.3,0.19716574245225,0.16469377251673,5.8,0.15549597855228,13.9,0.37265415549598,0,10.607843137255,0.28954423592493,4.3512064343164,16.7434,2.6054884609214,37.3,0.18626713043478,0.37908496732026,21.9,33.64,32,5789,40.1,8.7,18.655172413793,40.1,0.6,4.107822410148
"4",2008-12-27,5.4,0.56,0.3392,0.71280991735537,13.9,58.1,22.1,3.1,0.020327868852459,0.087570621468927,0.053356282271945,0.5186,0.28301886792453,107.27272727273,0.3,0,0,8.1,3.24,8.4,0.6,NA,149.4,3.2980132450331,4.0819672131148,18.444444444444,17.785714285714,4.2203389830509,-19.0786,152.5,0.0086058519793459,NA,NA,-0.05,0.1334,0.47435897435897,NA,0.2156,0,45.3,118,0.29237288135593,0.22622950819672,1.1,0.031073446327684,15.3,0.43220338983051,0,8.4892086330935,0.22881355932203,3.3333333333333,22.3186,6.8884703912953,35.4,0.071523178807947,0.079136690647482,22.3,21.49,34.5,6838,36.6,2.3,51.304347826087,36.6,0.6,3.150826446281
"5",2007-12-27,5.4,0.37,0.2297,0.746,12.7,56.9,34,1.3,0.013131313131313,0.041666666666667,0.022847100175747,-0.8827,0.4527644754027,20.566666666667,0.3,0,0,6.4,3.7848,6.7,0.40862,NA,97.7,2.0061601642711,2.8236994219653,15.265625,14.582089552239,3.1314102564103,-29.0325,99,0.012302284710018,NA,NA,0.02,0.189,0.37221374045801,NA,0.1791,0,48.7,61.7,0.60453808752026,0.37676767676768,3,0.096153846153846,8.1,0.25961538461539,0,4.8582677165354,0.20512820512821,1.9775641025641,32.8173,8.6707435606938,31.2,0.077717289527721,0.23622047244094,19.9,11.4,37.3,1671,34.6,4.1,15.048780487805,34.6,0.65,1.98
"6",2006-12-27,5.7,-0.11,0.2069,0.50157728706625,15.8,37.6,16.3,1,0.0077339520494973,0.036496350364964,0.026595744680851,-0.5026,0.54132431126148,33.352941176471,0.2,0,0,5.4,3.2128,5.6,0.40504,NA,128.3,4.1791530944625,4.2624584717608,23.759259259259,22.910714285714,4.6824817518248,-12.3847,129.3,0.015957446808511,NA,NA,0.07,0.1006,0.19660678642715,NA,0.0586,0.015957446808511,30.7,113.4,0.14021164021164,0.12296983758701,3.4,0.12408759124088,5.1,0.18613138686131,0,7.1772151898734,0.1970802919708,4.1386861313869,15.5974,4.8548066896108,27.4,0.10465094462541,0.21518987341772,17.5,21.5,15.9,201370,30.1,3.2,35.4375,30.1,0.7,4.0788643533123
"7",2005-12-27,6,0.44,0.2577,0,22.3,26.5,6.6,2.9,0.025641025641026,0.10902255639098,0.10943396226415,-0.0474,0.34148234381063,53.857142857143,0.2,0,0,4.5,2.5855,4.7,0.42544,NA,110.2,5.680412371134,4.03663003663,24.488888888889,23.446808510638,4.1428571428571,-3.7671,113.1,0.015094339622641,NA,NA,0.04,-0.0361,0.1948895625812,NA,0.0388,0.022641509433962,19.4,113.1,0,0,2.1,0.078947368421053,1.8,0.067669172932331,0,5.0717488789238,0.16917293233083,4.2518796992481,6.3526,2.4570034573112,26.6,0.13327422680412,0.094170403587444,16.6,20.19,0,8902,27.3,2.5,45.24,27.3,0.55,5.0717488789238
"8",2004-12-27,6,0.19,0.3155,0,NA,24.8,0.2,7.4,0.059011164274322,0.2824427480916,0.29838709677419,-0.0221,0.12044374009509,30.585365853659,0.1,0,0,6.6456,3.9481,6.7456,0.40591,NA,118,8.3098591549296,4.5038167938931,17.756109305405,17.492884250474,4.3382352941177,3.8701,125.4,0.012096774193548,NA,NA,0.01,-0.1722,0.25343721356554,NA,0.0356,0.028225806451613,14.2,125.4,0,0,4.1,0.15073529411765,0.6,0.022058823529412,0,5.8055555555556,0.24432352941176,4.6102941176471,0.0779,0.019741516776458,27.2,0.27803412,0.18981481481481,13.3,20.89,0,782,26.2,3.1,40.451612903226,26.2,0.6,5.8055555555556
"9",2003-12-27,5.7,0.43,0.459,0,NA,19.2,0.1,6.5,0.0416399743754,0.23049645390071,NA,-0.0096,0.18736383442266,39.025,0.2,0,0,6.5832,4.0377,6.7832,0.38667,NA,149.6,16.808988764045,5.3049645390071,22.72451087617,22.054487557495,4.7948717948718,4.1473,156.1,0.010416666666667,NA,NA,-0.01,-0.0512,0.23647932131495,NA,0.0444,0.03125,8.9,156.1,0,0,4,0.12820512820513,0.1,0.0032051282051282,0,10.136363636364,0.211,5.0032051282051,-0.1096,-0.027148150914385,31.2,0.45367124224719,0.25974025974026,14.2,27,0,3050,28.2,4,39.025,28.2,0.65,10.136363636364
"10",2002-12-27,5.8,0.22,0.6602,0,NA,16.2,0.1,6.6,0.058252427184466,0.19760479041916,NA,-2.1,0.074,29.815789473684,0.5,0,0,6.4,3.8476,6.9,0.39881,NA,106.7,NA,NA,16.671875,15.463768115942,3.1946107784431,4.2476,113.3,0.018518518518519,NA,NA,NA,-0.1339,0.36658694909464,NA,0.0319,0.030864197530864,5.3,113.3,0,0,3.8,0.11377245508982,0.8,0.023952095808383,0,9.5210084033613,0.19161676646707,3.3922155688623,-0.4,-0.10396047838454,33.4,0.72596528301887,0.31932773109244,14.7,19.39,0,1734,31.5,4.1,27.634146341463,31.5,0.65,20.132075471698
