"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Expected Growth in Revenues","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,36.3,0.59,0.1627,0.5637,859.1,3210.4,188.7,5.9,0.0025,0.0053,0.0018,0.78,0.8,13.92,104.1,0.0425,54.81,166,149.27,270,0.0981,0.0975,2393.3,1.22,2.23,14.46,8.88,2.14,0.035,0.02,63.89,2399.2,0.6894,2.31,15.03,NA,0.0702,0.9066,0.1106,1963.3,1289.1,0.8611,0.4627,92.6,0.0829,-19.5,-0.0175,0.618,1.5,3.98,0.1481,1.15,85.38,0.572,1117.3,0.076,0.1078,353.1,34.73,1110.1,210933,1072.8,88.7,14.53,1072.8,0.7,1.22
"2",2010-12-31,36.2,0.61,0.2125,0.57371511718547,820.3,3037.7,240.7,6.2,0.0025724006306531,0.0055820653641847,0.0020410178753662,0.0095,0.8,16.875968992248,91.8,0.04,52.248,250.8,188.1577,342.6,0.24977,0.24927255092143,2404,1.2533236014806,2.1355600959403,9.585326953748,7.0169293636894,2.1644008283065,0.06,NA,39.2482,2410.2,0.69723804193963,2.34,15.294871794872,-0.0334,0.1442412877012,0.9306,0.11689765282944,1918.1,1306.2,0.84519981626091,0.45805327358725,77.4,0.069685783739984,0.7,0.00063023318627894,0.67503875968992,1.5923442642935,2.812661498708,0.22580354731251,1.1760151255965,148.9095,0.79140777209925,1110.7,0.09809586778583,0.094355723515787,237,35.79,1104,241298,1125.7,81.1,16.106041923551,1125.7,0.7,1.2525074052902
"3",2009-12-31,35.9,0.77,0.2649,0.56548144876325,787,2795.1,189.4,4.3,0.0020573178316827,0.0037656537350031,0.0015384064970842,0.4841,0.66062665156663,14.521798365123,89,0.0462,49.2446,233.6,193.3063,322.6,0.17249,0.17249154453213,2085.8,1.1543527588688,1.8598305840392,8.9289383561644,6.4655920644761,1.8266047815045,0.0633,NA,92.4222,2090.1,0.70269400021466,2.1,13.728571428571,-0.0993,0.12562074673533,0.9502,0.12704375514293,1806.9,1065.9,0.96087813115677,0.49002440074638,73.4,0.064278833523076,-27.1,-0.023732375864787,0.67090708446866,1.3543837357052,2.2941229644743,0.20457132848761,0.93344425956739,100.8841,0.52188739673614,1141.9,0.10698231003376,0.093265565438374,245.6,28.83,1024.2,219936,1121.5,80.4,13.257462686567,1121.5,0.7,1.1539863074205
"4",2008-12-31,35.9,NA,NA,0.54102795311091,763.5,2762,124.6,11.3,0.0060952586439398,0.0089625634517767,0.0040912382331644,4.3266,NA,14.110946745562,85.1,0.0505,48.1719,250.8,157.2441,335.9,0.37303,NA,1842.6,1.1152402856797,1.5808167467399,7.3468899521531,5.4855611789223,1.4614530456853,0.0767,NA,113.4175,1853.9,0.66607530774801,1.96,13.275510204082,0.1396,0.18464592984778,0.9771,0.12856625633599,1652.2,953.9,0.94349512527519,0.48546307783591,67.6,0.053616751269035,-57.3,-0.045447335025381,0.71260281065089,1.249377865095,1.8397583762141,0.19892131979695,0.75658312182741,43.8266,0.27871693108754,1260.8,0.095172543275633,0.088539620170268,226.2,26.02,900,264233,1165.6,82.2,11.604622871046,1165.6,0.7,1.1144574691915
"5",2007-12-31,39,NA,NA,0.50700850605008,823,2547.4,117.1,12.8,0.007892951840661,0.010665777851846,0.0050247310983748,1.2495,NA,14.573308270677,82.4,0.066400103185863,51.48,227.7,141.5247,310.1,0.37846,NA,1608.9,0.9712060847519,1.2946809366701,7.0658761528327,5.1883263463399,1.3406382801433,0.1,NA,105.5752,1621.7,0.6951793986025,1.81,12.966850828729,NA,0.29404200600086,0.9951,0.13939703226819,1656.6,775.3,1.0917064362182,0.52192144046371,53.2,0.044329639196734,-35.2,-0.029330889092576,0.96766917293233,0.94204131227218,1.4573308270677,0.1897341888176,0.64602949754187,35.9495,0.25401577635569,1200.1,0.085430796812749,0.064641555285541,221.6,23.47,846.4,392816,1242.7,64.8,11.964506172839,1242.7,NA,0.97142685994968
